machine; formula_tape; num_steps_until_formula_tape; num_macro_steps_until_special_case
1RB0LA_1LC0RE_0LD1LB_1RD0RA_---1RB; .<B11(1111).; 49; 21
1RB0LA_1LC0RE_0LE0LD_1LA0LB_1RA---; .1101101(101101)A>.; 84; 27
1RB0LA_1LC0RE_0LE0LD_1LC0LB_1RA---; .1101101101(101101)A>.; 113; 33
1RB0LA_1LC0RE_1RA0LD_1LE1LA_1RC---; .<A0101(00101)101(10100).; 289; 114
1RB0LA_1LC0RE_1LA0LD_1LB---_1RB0RB; .<A11101101(011101101)11101(11101).; 408; 146
1RB0LA_1LC0RE_1LA1LD_1LB0LB_---1RA; .<A11111(011011011).; 94; 37
1RB0LA_1LC0RE_1LD0LB_1RC0RA_1RD---; .01010010(1010)A>.; 103; 38
1RB0LA_1LC0LD_1RD0RB_1LA1RE_0RC---; .<A010(010010)1.; 118; 42
1RB0LA_1LC0LD_1RD0LB_1RA0RE_1RD---; .10101(0101)1A>.; 74; 30
1RB0LA_1LC0LD_1LA0LB_1RA0RE_1RD---; .<A110101010(1010)0.; 113; 38
1RB0LA_1LC0LE_1RD0LB_1RA0RC_---0RC; .10101(0101)1A>.; 74; 30
1RB0LA_1LC1RD_---1LA_0RE0RE_1LB0RC; .<A0011(011011)111.; 150; 52
1RB0LA_1LC1RD_---1LA_0RE0LB_1LB0RC; .<A0011(011011)111.; 172; 60
1RB0LA_1LC1RD_0LD1LA_1RE0RB_0RA---; .<A0011(11)0111(111).; 165; 57
1RB0LA_1LC1RD_0LD1LA_1RE0RB_1LA---; .<A0011(11)0111(111).; 141; 49
1RB0LA_1LC1RD_1RE1LA_---0RB_1RC1LE; .<A0011(11)0111(111).; 135; 47
1RB0LA_1LC1RD_1LA1LC_0RE1RB_1RA---; .<A00001111(1111).; 81; 29
1RB0LA_1LC1RD_1LC1LA_---1RE_0RB0RB; .<A00011(011011)111.; 144; 50
1RB0LA_1LC1RD_1LC1LA_---1RE_0RB0LD; .<A00011(011011)111.; 154; 54
1RB0LA_1LC1RD_1LC1LA_---1RE_1LD0RB; .<A00011(011011)111.; 164; 56
1RB0LA_1LC1RD_1LC1LA_0RE0RB_0RA---; .<A001111111111(1111)001111(001111)111.; 380; 116
1RB0LA_1LC1RD_1LC1LA_0RE0RB_0LA---; .<A0111(111111).; 96; 36
1RB0LA_1LC1RD_1LC1LA_0RE0RB_1RA---; .<A0111(11111111).; 110; 40
1RB0LA_1LC1RD_1LC1LA_1RE0RB_0RC---; .<A0111(11111111111111111111111111).; 810; 252
1RB0LA_1LC1RD_1LC1LA_1RE0RB_1LC---; .<A0111(111111).; 92; 34
1RB0LA_1LC1RD_1LD0LB_1LA0RE_---0RA; .<A01101(1101)01(1).; 105; 37
1RB0LA_1LC1RE_0LE0LD_1RA0LB_0RD---; .11101(11011101)A>.; 116; 40
1RB0LA_1LC1RE_1RA0LD_0LE0LB_0RC---; .<A000010001(00010001).; 186; 64
1RB0LA_1LC1RE_1RA0LD_1RA0LB_0RC---; .<A000010001(00010001).; 180; 62
1RB0LA_1LC1RE_1RA0LD_1RA0LB_0RD---; .<A000010001(00010001).; 180; 62
1RB0LA_1LC1RE_1LD0LB_1LE---_1LA0RE; .<A01101(1101)0001(01).; 138; 48
1RB0LA_1LC1LA_1RD0LB_0RE0RC_1RA---; .<A001010101(01010101).; 153; 53
1RB0LA_1LC1LA_1RD0LB_1RE0RC_1RA---; .<A001010101(01010101).; 147; 51
1RB0LB_0RC---_1RD0RA_1LE0LD_0LA1LC; .<A01001001001(001001001001)10001.; 363; 118
1RB0LB_0RC0RE_1LD0RA_0LA0LC_1RC---; .<A0101(0101).; 48; 18
1RB0LB_0RC0LB_1LD1RE_0LA0RA_1RD---; .<A0101(00101).; 66; 24
1RB0LB_0RC0LD_1LD1RE_1RA1LD_0RD---; .11010110101(10101)A>.; 163; 47
1RB0LB_0RC0LE_1RD---_1LB0RA_0LA1RC; .<A00101(0000101).; 120; 42
1RB0LB_0RC0LE_1RD1RA_1RE---_1LB0LE; .01101101101101(101101)A>.; 184; 45
1RB0LB_0RC0LE_1LD1RD_0RE---_1RA1LE; .11010110101(10101)A>.; 173; 49
1RB0LB_0RC1RA_1RD0LD_1LA1LE_---1LC; .<A1011(011011)1.; 90; 30
1RB0LB_0RC1RA_1RD1LD_1LA1LE_---1LC; .<A11111(111111).; 92; 32
1RB0LB_0RC1RA_1LD0RA_0LE---_1RC1LE; .1011111(11111111)00A>.; 214; 76
1RB0LB_0RC1RB_1LD0RA_0LE---_1RA1LC; .(1110011100)A>.; 140; 45
1RB0LB_0RC1RC_1LD1RE_1RA1LA_---0RD; .<A111111(111111).; 157; 53
1RB0LB_0RC1RD_1LA1LC_1RC0RE_---1RB; .<A111111(111111).; 108; 38
1RB0LB_0RC1RD_1LA1LC_1RC1RE_---0RB; .<A111111(111111).; 108; 38
1RB0LB_0RC1RD_1LD1RE_0LE---_1LA0RB; .<A1011(011011011).; 169; 58
1RB0LB_0RC1LC_1LD1RE_0LE---_1LA0RB; .<A1011(011011011).; 169; 58
1RB0LB_0RC1LD_1LD1RE_0LA---_1RE0RA; .<A0101(00101).; 60; 22
1RB0LB_0RC1LE_1RD1LC_1LC1RA_---0LA; .<A01010(010010).; 130; 49
1RB0LB_0LB0RC_1LD0RE_1LA---_0RD1RE; .1001(1001)0011(11)0C>.; 129; 46
1RB0LB_0LB1LC_1LA1RD_1RE0RD_0RA---; .<A110(00110).; 48; 18
1RB0LB_0LC0RA_1LA1LD_0LE---_1RA1LB; .<A100010(101010101010).; 244; 94
1RB0LB_0LC0RB_1RD1LC_1RE0LA_1RA---; .111100111(100111)A>.; 121; 39
1RB0LB_0LC0RB_1RD1LC_1RE1LA_1RB---; .<B011100111001110(01110).; 198; 55
1RB0LB_0LC0RB_1RE0LD_1LE---_0RA1LD; .10100000101(00000101)B>.; 250; 82
1RB0LB_0LC0RC_1RE0LD_1LE1LA_1RA---; .111011(1011)A>.; 69; 22
1RB0LB_0LC0RC_1LE1RD_1LA0RD_0LD---; .<A10100101101101(101101).; 210; 67
1RB0LB_0LC0RD_1LA0RD_1RE1RC_1LB---; .<A1001(001001).; 69; 23
1RB0LB_0LC0RD_1LA0RD_1RE1RC_1LC---; .<A1001(001001).; 69; 23
1RB0LB_0LC0RD_1LA0LB_0RE---_1RC0RA; .<A1000(01001001).; 145; 54
1RB0LB_0LC0RD_1LA1RC_0RC0RE_1RB---; .<A1001(01001).; 63; 23
1RB0LB_0LC0RD_1LA1RC_0RE0RA_1LA---; .<A1001(01001).; 63; 23
1RB0LB_0LC0RD_1LA1RC_1RE0RA_0RD---; .<A1001(01001).; 57; 21
1RB0LB_0LC0RD_1LE0LD_1RE1LA_1RA---; .0111011(1011)A>.; 77; 26
1RB0LB_0LC0RE_1LA0LD_1LB1RC_1RA---; .<A10100(010010010).; 124; 49
1RB0LB_0LC0RE_1LA1RD_1LA---_0RC0RA; .<A1001(01001).; 63; 23
1RB0LB_0LC0RE_1LA1RD_1LA---_0RD0RA; .<A1001(01001).; 63; 23
1RB0LB_0LC0RE_1LD0LC_1LA---_0RA0RD; .<A1100(01100).; 51; 19
1RB0LB_0LC0RE_1LD1LC_1LA---_0RA0LE; .<A1110(01110).; 51; 19
1RB0LB_0LC0RE_1LD1LC_1LA---_0RA1RB; .<A1110(01110).; 45; 17
1RB0LB_0LC1RB_1LA0RD_1RE1RC_1LC---; .<A1001(001001).; 73; 25
1RB0LB_0LC1RB_1LA1RD_1LE---_1RC0RE; .<A1001(001001).; 73; 25
1RB0LB_0LC1RC_0RE1LD_1RA0LA_1RD---; .<A01000100010(00100010).; 297; 104
1RB0LB_0LC1RD_1LA0RD_1RE1RC_1LC---; .<A1001(001001001).; 149; 49
1RB0LB_0LC1RD_1LA1RD_1LE---_1RC0RE; .<A1001(001001).; 69; 23
1RB0LB_0LC1LD_1LA0RD_1RE1RC_1LC---; .<A1001(001001).; 73; 25
1RB0LB_1RC---_1LD0RA_0LB0LE_1RB0LC; .0110110(110110)A>.; 111; 39
1RB0LB_1RC---_1LD0RA_1RC0LE_0LA0LC; .<A001001001(001001001001001).; 356; 128
1RB0LB_1RC---_1LD0RA_1LE0LE_0LA0LC; .<A011001(001001).; 78; 31
1RB0LB_1RC0RB_1LD0RA_1LE0LC_1RC---; .010(1010)B>.; 55; 22
1RB0LB_1RC0RC_1LD0RE_1LA1LC_---1RB; .<A111111(111111).; 87; 31
1RB0LB_1RC0RD_0LD0LA_1RE1LC_1RB---; .<B0010010010(010010).; 146; 45
1RB0LB_1RC0RE_0LD---_1LA1LD_1RA0RA; .<A11011011011011011011011011011(011011011)110.; 904; 192
1RB0LB_1RC0RE_0LD---_1LA1LE_0RA0LC; .<A10010(010010).; 75; 27
1RB0LB_1RC0RE_1RD0RA_1LA1RC_1LD---; .111111(111111)0A>.; 171; 59
1RB0LB_1RC0RE_1RD1LA_1LC0RA_1LD---; .111111(111111)0A>.; 177; 61
1RB0LB_1RC0RE_1LD0RA_1LB0LC_1RC---; .<B110101(0101).; 70; 26
1RB0LB_1RC0RE_1LD0RA_1LB0LD_---0LC; .<B1100100(100)01(1).; 106; 38
1RB0LB_1RC0RE_1LD0RA_1LE0LC_1RC---; .0101(0101)C>.; 56; 22
1RB0LB_1RC0LA_0RD1RD_1LB1RE_0RA---; .<A00010(000010000010)1.; 300; 100
1RB0LB_1RC0LA_1RD0RA_1RE---_1LB0RE; .<A00010(000010000010)1.; 264; 88
1RB0LB_1RC0LA_1LB0RD_1RE---_1RA0RB; .<A01000101010(0010)1010101010100010001(00010001).; 632; 155
1RB0LB_1RC0LA_1LB0RD_1RE---_1RC0RE; .<A00010(10101010)00101(0101).; 339; 124
1RB0LB_1RC0LA_1LB1RD_0RE---_0LA0RB; .<A0101(00010001).; 114; 39
1RB0LB_1RC0LC_0LD1RD_0RE1LA_1RA---; .<A1010(00100010).; 176; 68
1RB0LB_1RC0LC_1RD0LA_1LB1RE_0RA---; .<A0010(0001000010)1.; 188; 64
1RB0LB_1RC0LC_1LD0RA_1LE0LB_0LA---; .<A011001(001001).; 78; 31
1RB0LB_1RC0LD_1RD0RE_1LB1LA_0RB---; .<B100100010010001(0010001).; 277; 83
1RB0LB_1RC0LD_1RD1RE_1LB1LA_0RB---; .<B1001001001001(001001).; 155; 44
1RB0LB_1RC0LD_1LA1RE_1RA0LA_0RD---; .<A00000010(0001000010)1.; 258; 92
1RB0LB_1RC0LD_1LB0RA_0RC0LE_1LB---; .10110(110110)A>.; 85; 33
1RB0LB_1RC0LD_1LB0RA_0RE0LE_1LB---; .10110(110110)A>.; 85; 33
1RB0LB_1RC0LD_1LB0RA_0LE0LC_1RB---; .(110110110110110)A>.; 244; 82
1RB0LB_1RC0LE_0RD0RA_1LD0LA_---0RD; .<A01111(001111).; 102; 36
1RB0LB_1RC0LE_1RD---_1LB1RE_0RA0LA; .<A0010(0001000010)1.; 188; 64
1RB0LB_1RC0LE_1LD0RA_---0LA_1LD0RB; .<A0101(000101).; 84; 30
1RB0LB_1RC1RA_1LD0RE_1LA1LE_---1LC; .<A11111(111111).; 83; 29
1RB0LB_1RC1RA_1LD1LD_1LA1LE_---1LC; .<A11111(111111).; 71; 25
1RB0LB_1RC1RB_1LD0RA_1RB0LE_---1LC; .(11110)A>.; 36; 12
1RB0LB_1RC1RC_1LD1RE_0RA1LA_---0RD; .<A111111(111111).; 141; 49
1RB0LB_1RC1RC_1LD1RE_1RA1LA_---0RD; .<A111111(111111).; 141; 49
1RB0LB_1RC1RE_1LD0RB_0LE0LC_0LA---; .<A0010101(0101).; 87; 34
1RB0LB_1RC1RE_1LD0LC_0RB0LC_0RA---; .010110(110110)A>.; 88; 34
1RB0LB_1RC1LA_1LD0RC_1LE1LC_0LA---; .<A10(10)011(1111).; 147; 58
1RB0LB_1RC1LC_1RD1LB_1LC1RE_---0RA; .11111(111111)0A>.; 106; 38
1RB0LB_1RC1LD_1LD1RD_1RE0LA_---0RA; .<A0101(00101).; 60; 22
1RB0LB_1RC1LD_1LD1RE_---0LA_1RE0RA; .<A0101(00101).; 60; 22
1RB0LB_1RC1LE_0RD0RA_1LA0LA_---1LD; .<A01111(001111).; 114; 40
1RB0LB_1RC1LE_0RD0RA_1LD0LA_---1LD; .<A01111(001111).; 96; 34
1RB0LB_1RC1LE_0RD1RA_0LE---_1LB0LA; .<A01(001001001)10.; 177; 71
1RB0LB_1RC1LE_1RD0RB_1LC0RA_0LA---; .<A01001(001001).; 66; 24
1RB0LB_1RC1LE_1RD0RE_0LA---_1LD0RA; .<A01100(1100)0.; 69; 25
1RB0LB_1RC1LE_1RD1RC_0LB0RA_---0LA; .<A01010(01010).; 78; 28
1RB0LB_1RC1LE_1LD0RB_1RA0LC_0LA---; .<A0100101(0101).; 105; 42
1RB0LB_1RC1LE_1LD0RB_1LE0LC_0LA---; .<A0110101(010101).; 127; 52
1RB0LB_1LA0LC_0LA1RD_0RE---_0RC1RA; .<A00010(010)10011(1).; 160; 42
1RB0LB_1LA0LC_0LA1RD_0RE---_0RC1RE; .<A00010(010)10011(1).; 168; 44
1RB0LB_1LA0LC_1RD0RC_1RB1RE_0RD---; .0(0)1011(01)B>.; 51; 19
1RB0LB_1LA1LC_0RA1RD_---0RE_1RE1RC; .<A101(00101).; 54; 20
1RB0LB_1LA1LC_0RA1RD_0RA0RE_1RC---; .<A101(00101).; 54; 20
1RB0LB_1LA1LC_0RA1RD_1RE0RD_---1RC; .<A101(00101).; 54; 20
1RB0LB_1LA1LC_0LA1RD_0RA0RE_1RC---; .<A1001010(0101001010)1.; 240; 90
1RB0LB_1LB0LC_1LA1RD_1RE---_0RA0RD; .11010(1010)A>.; 57; 18
1RB0LB_1LB1LC_0LD1RE_1LA---_1RB0RE; .<A1011(01011).; 57; 21
1RB0LB_1LC---_0RD1LD_1RE0LA_1RA0RC; .110011(00110011)A>.; 117; 41
1RB0LB_1LC---_0LA0RD_---1RE_0RB0RA; .<A01001(001001).; 78; 28
1RB0LB_1LC---_0LA0RD_1LC1RE_0RD0RA; .<A01001(001001).; 78; 28
1RB0LB_1LC---_0LA0LD_0RD1RE_0RB0RA; .<A01001(001001).; 96; 34
1RB0LB_1LC---_1LD0RD_1RE1LE_0RA0RC; .10010(010010)A>.; 87; 31
1RB0LB_1LC0RA_0LD0RD_1LE0RB_0LA---; .<A0101(00101).; 60; 22
1RB0LB_1LC0RA_0LE1RD_0LA0RB_---1LD; .<A0101(00101).; 60; 22
1RB0LB_1LC0RB_1RE0LD_1LA---_1RD0RC; .<B0101010(1010).; 103; 30
1RB0LB_1LC0RC_0RA0LD_0LE---_1RD1LA; .<A1001(001001).; 69; 25
1RB0LB_1LC0RC_0RA0LD_1LE1LA_1RC---; .<A1001(001001).; 69; 25
1RB0LB_1LC0RC_1LA0RD_0RE1LB_---0RA; .<A111(0110111).; 120; 45
1RB0LB_1LC0RC_1LA1RD_0RE1LA_---0RA; .<A1101(01101).; 57; 21
1RB0LB_1LC0RC_1LE0RD_---0RE_1LA0LC; .<A111011(011011).; 77; 26
1RB0LB_1LC0RD_0LA0LD_1RE0LA_0RB---; .<A01001001(001001001).; 182; 69
1RB0LB_1LC0RD_0LA0LD_1RE1LA_0RB---; .<A01001001(001001001001).; 278; 101
1RB0LB_1LC0RD_0LA1RA_1RE---_0RB0RA; .<A01001(001001).; 96; 34
1RB0LB_1LC0RD_0LA1LA_---0RE_0LB0RA; .<A010010(010010).; 96; 34
1RB0LB_1LC0RD_0LA1LA_---0RE_1RA0RA; .<A11(1001011).; 55; 18
1RB0LB_1LC0RD_0LA1LA_---0RE_1RC0RA; .<A11(100100).; 51; 16
1RB0LB_1LC0RD_0LA1LA_---0RE_1LB0RA; .<A01001(0111001001)1.; 208; 72
1RB0LB_1LC0RD_0LA1LA_---0RE_1LC0RA; .<A010111(0010111).; 102; 36
1RB0LB_1LC0RD_0LA1LA_1RE0LD_0RB---; .<A01001001(001001001).; 183; 65
1RB0LB_1LC0RD_0LA1LA_1RE1RD_0RB---; .<A01001001001(001001001001001001).; 610; 211
1RB0LB_1LC0RD_0LD0RA_1RE0LA_0RB---; .<A001001(001001).; 123; 43
1RB0LB_1LC0RD_0LE1LA_1RA0LD_1LD---; .011000(011000)1A>.; 145; 44
1RB0LB_1LC0RD_1LA0RD_0LE0RE_1RC---; .<A1101(101101101).; 129; 46
1RB0LB_1LC0RD_1LA0LB_---1RE_0RE0RA; .<A1101(01101).; 45; 17
1RB0LB_1LC0RD_1LA0LB_0RA1RE_1RA---; .<A1101(01101).; 51; 19
1RB0LB_1LC0RD_1LA0LB_0RA1RE_1RC---; .<A1101(01101).; 51; 19
1RB0LB_1LC0RD_1LA0LB_0RE1RD_---0RA; .<A1101(01101).; 45; 17
1RB0LB_1LC0RD_1LA0LC_0RD1RE_0RB---; .<A101(011011011).; 110; 39
1RB0LB_1LC0RD_1LA0LC_0LC0RE_1RD---; .<A10101010(1010)0.; 118; 40
1RB0LB_1LC0RD_1LA0LC_1LE1RE_0RB---; .<A101(011011011).; 114; 41
1RB0LB_1LC0RD_1LA0LD_0LE0RA_1LB---; .<A11(011)1001(101).; 83; 36
1RB0LB_1LC0RD_1LA0LD_1RE0RA_1LD---; .<A1101(101101101).; 133; 48
1RB0LB_1LC0RD_1LA1LB_---1RE_1RB0RE; .<A1111(01111).; 45; 17
1RB0LB_1LC0RD_1LA1LB_0RA1RE_---1RA; .<A1111(01111).; 51; 19
1RB0LB_1LC0RD_1LA1LB_1RB1RE_---0RB; .<A1111(01111).; 45; 17
1RB0LB_1LC0RD_1LA1LD_0RA1RE_1RA---; .<A1101(01101).; 63; 23
1RB0LB_1LC0RD_1LD1LC_1LA0RE_---0RA; .<A111011101110(1110)0.; 161; 50
1RB0LB_1LC0RD_1LE1RA_0RE---_1RC0LB; .<B01101101101101101(101101)01.; 299; 69
1RB0LB_1LC0RE_---1LD_1RC1LE_1LA1RA; .<A1111(01111).; 63; 23
1RB0LB_1LC0RE_---1LD_1LE1LE_1LA1RA; .<A1111(01111).; 57; 21
1RB0LB_1LC0RE_0RA0LD_1LA---_0RE1RC; .<A101(00101).; 48; 18
1RB0LB_1LC0RE_0RA0LD_1LA0RE_1RC---; .<A101(00101).; 54; 20
1RB0LB_1LC0RE_0RA0LD_1LA1RC_0RD---; .<A101(00101).; 48; 18
1RB0LB_1LC0RE_0RA1LD_1LA---_1RC0RB; .<A111(000111).; 60; 22
1RB0LB_1LC0RE_0RA1LD_1LA---_1RC0RE; .<A111(000111).; 60; 22
1RB0LB_1LC0RE_0RA1LD_1LA---_1RC1RA; .<A111(00111).; 54; 20
1RB0LB_1LC0RE_0RA1LD_1LA0RE_---1RC; .<A111(00111).; 54; 20
1RB0LB_1LC0RE_0LA1LD_0RB0RA_---1RD; .<A01001(001001).; 96; 34
1RB0LB_1LC0RE_0LD0RA_1LE---_0RC0LB; .00100(0100)1B>.; 73; 26
1RB0LB_1LC0RE_0LD0LB_0RA1RD_0RD---; .010010(10010)A>.; 75; 27
1RB0LB_1LC0RE_0LD0LC_1RD0RA_---0RB; .11111(11111)01110A>.; 167; 55
1RB0LB_1LC0RE_0LD0LC_1LA---_0RD0RA; .<A1001(01001).; 51; 19
1RB0LB_1LC0RE_0LD0LC_1LA1RE_0RA---; .<A1001(001001).; 63; 23
1RB0LB_1LC0RE_0LD1LC_1LA---_1RB0RA; .<A1011(01011).; 45; 17
1RB0LB_1LC0RE_0LD1LC_1LA---_1RB0RE; .<A1011(01011).; 45; 17
1RB0LB_1LC0RE_1LA0RD_---1RC_0LB1RA; .<A11011011(011011).; 115; 37
1RB0LB_1LC0RE_1LA0LD_0RB1LB_---1RD; .<A111(011011011).; 120; 43
1RB0LB_1LC0RE_1LA0LD_0RB1LD_---1RD; .<A111(011011011).; 124; 45
1RB0LB_1LC0RE_1LA0LD_0RC---_1LC0RD; .<A11011011(011011).; 110; 37
1RB0LB_1LC0RE_1LA0LD_1LB---_0RA0RE; .<A11101(011101).; 72; 26
1RB0LB_1LC0RE_1LA0LD_1LB---_0RB1RB; .<A11101(011101111101).; 210; 72
1RB0LB_1LC0RE_1LA1RD_---0LA_0RA0RC; .<A1100(01100).; 63; 23
1RB0LB_1LC0RE_1LA1RD_---1RC_0LB1RA; .<A11011011(011011).; 129; 41
1RB0LB_1LC0RE_1LD0RA_1RD0LC_1RC---; .0101(0101)C>.; 68; 26
1RB0LB_1LC0RE_1LD0RA_1LA---_0RA0LE; .<A1110(01110).; 63; 23
1RB0LB_1LC0RE_1LD0RA_1LA---_0RA1RB; .<A1110(01110).; 57; 21
1RB0LB_1LC0RE_1LD1RC_1LA0LC_---0RA; .<A11011(011011).; 69; 25
1RB0LB_1LC0LA_1RD1LA_0RA0RE_0RC---; .<A11(001001001).; 105; 38
1RB0LB_1LC0LA_1RD1LA_1RA0RE_0RC---; .<A11(001001001001).; 217; 75
1RB0LB_1LC0LA_1RD1LA_1RB0RE_0RC---; .<A11(001001001).; 139; 49
1RB0LB_1LC0LB_1RD1LA_0RA0RE_0RC---; .<A110010010010(010010010).; 294; 99
1RB0LB_1LC0LB_1RD1LA_1RB0RE_0RC---; .<A11(001001001).; 139; 49
1RB0LB_1LC1RA_1LA1LD_0RA1LE_---1LC; .<A1101(111111).; 95; 37
1RB0LB_1LC1RA_1LA1LD_0LB1LE_---1LC; .<A11011(111111111111).; 230; 80
1RB0LB_1LC1RC_0RD0LD_1LA1RE_0RA---; .<A101(00101).; 54; 20
1RB0LB_1LC1RC_1LA0RD_1RE0LB_0RA---; .<A110(00110).; 60; 22
1RB0LB_1LC1RD_0LA0RB_0RB0RE_0RC---; .<A01001(001001).; 90; 32
1RB0LB_1LC1RD_0LA0RB_0RE0RA_1LC---; .<A01001(001001).; 78; 28
1RB0LB_1LC1RD_0LA0RB_1RE0RA_0LC---; .<A01001(001001).; 84; 30
1RB0LB_1LC1RD_0LA0RB_1LA0RE_0RC---; .<A010(010010)1.; 88; 32
1RB0LB_1LC1RD_0LA1RB_0RB0RE_0RA---; .<A010011(00110011).; 121; 43
1RB0LB_1LC1RD_1RA0LB_0RE---_1RC1RB; .10101(0101010101)1A>.; 246; 90
1RB0LB_1LC1RD_1LA0RA_0RA0RE_1RD---; .<A110(00110).; 60; 22
1RB0LB_1LC1RD_1LA0RA_1RE0RD_0RA---; .<A110(00110).; 60; 22
1RB0LB_1LC1RD_1LA0LB_0RA1RE_0RD---; .<A1101(0001101).; 81; 29
1RB0LB_1LC1RD_1LA0LC_0RE---_1RA1RD; .<A1001010(101010101010)01.; 208; 78
1RB0LB_1LC1RD_1LA0LC_0RE---_1RB1RD; .<A10010101(01010101).; 142; 50
1RB0LB_1LC1RD_1LA0LD_0RB1LE_---0RB; .<A111(011011011).; 148; 51
1RB0LB_1LC1RD_1LA1LC_1RA0RE_---0RC; .<A111(11111111).; 132; 50
1RB0LB_1LC1RD_1LE1RB_1LA0RD_0LA---; .<A01101111(01101111)1111.; 266; 92
1RB0LB_1LC1RE_0RA0LD_1LA1RC_0RD---; .<A101(00101).; 54; 20
1RB0LB_1LC1RE_0RB0LD_1LE---_0RA0LB; .010110(110110)A>.; 103; 37
1RB0LB_1LC1RE_0LA0LD_0RA---_0RB0RD; .<A010011(00110011).; 131; 47
1RB0LB_1LC1RE_0LA0LD_0RE---_0RB0RA; .<A01001(001001).; 96; 34
1RB0LB_1LC1RE_0LD1LB_1LA---_0RA0RE; .<A101(010101010101010101010101)11.; 786; 230
1RB0LB_1LC1RE_1RC0LD_1LC1LA_0RA---; .<A1001(001001).; 87; 31
1RB0LB_1LC1RE_1LE0RD_---0RB_1LA1RD; .<A111011111(111111).; 147; 50
1RB0LB_1LC1RE_1LE0LD_0LB0RD_1RA---; .(11111111)A>.; 108; 41
1RB0LB_1LC1LA_1RD0LC_1RA1RE_0RD---; .110101(010101)A>.; 93; 32
1RB0LC_0RC---_0RD0RA_1LD0LE_0LA1LE; .<A0111(1)0111(111).; 124; 44
1RB0LC_0RC---_0RD1RC_1LE0RE_0LA1RB; .<A010101(01010101)10101(10101)01.; 528; 184
1RB0LC_0RC---_0LD1RC_1LE0RA_0LA1LD; .<A01110(01110).; 63; 23
1RB0LC_0RC---_1RD0RA_0LE0LC_0LA1LD; .<A001010(001010).; 75; 27
1RB0LC_0RC---_1RD0RA_0LE1RE_0LA1LD; .<A001010(001010).; 81; 29
1RB0LC_0RC---_1RD0RA_1LE0RA_0LA0LE; .<A00100(0100)1(001).; 87; 33
1RB0LC_0RC---_1RD0RA_1LE0LD_0LA0RD; .<A010010(010010).; 105; 37
1RB0LC_0RC---_1RD0RC_1LE0RB_0LA0LD; .<A010101(01010101010101010101).; 421; 160
1RB0LC_0RC---_1RD0LA_1LA0RE_1RC1RA; .1(1)0101(101)A>.; 66; 24
1RB0LC_0RC---_1RD0LA_1LA1RE_1RA0LD; .<A001(00001)1.; 67; 25
1RB0LC_0RC---_1RD0LA_1LA1RE_1RA1RA; .<A001(00001)1.; 63; 23
1RB0LC_0RC---_1RD0LA_1LA1RE_1LD1RA; .<A001(00001)1.; 65; 23
1RB0LC_0RC---_1RD1RC_1LE0RA_0LA0LE; .<A00100(010001000100)1.; 199; 68
1RB0LC_0RC---_1LD0RA_0RE0LE_0LA1RC; .<A001001(0001001).; 105; 37
1RB0LC_0RC---_1LD0RA_0LE0LA_1RC0LD; .<A01001(001001).; 69; 25
1RB0LC_0RC---_1LD0RA_0LE0LC_1RE0LC; .10100100100100100(100100)A>.; 201; 51
1RB0LC_0RC---_1LD0RA_1LE0LA_1RC0RA; .<A01001(001001).; 93; 33
1RB0LC_0RC---_1LD0RA_1LE0LA_1RC1LB; .<A01001(001001).; 105; 37
1RB0LC_0RC---_1LD0RA_1LE0LA_1RE0RA; .<A01001(001001).; 93; 33
1RB0LC_0RC---_1LD0RA_1LE0LD_0LA1RD; .<A01001(001001).; 69; 25
1RB0LC_0RC---_1LD0RE_0RD1LE_0LA1RA; .<A01001(00110011).; 169; 63
1RB0LC_0RC---_1LD0RE_0LA0LB_0LA1RA; .<A01001(00110011).; 133; 51
1RB0LC_0RC---_1LD0RE_0LA1LC_1RE0RA; .<A01001(001000100100010010001).; 689; 216
1RB0LC_0RC---_1LD0RE_0LA1LD_0LA1RA; .<A01001(00110011).; 129; 49
1RB0LC_0RC---_1LD0RE_0LA1LE_0LA1RA; .<A01001(00110011).; 129; 49
1RB0LC_0RC---_1LD1RA_1LE0RA_0LA0RA; .<A01101(001001).; 91; 33
1RB0LC_0RC---_1LD1RD_0RA1LE_0LA0RC; .<A0110(00110).; 66; 24
1RB0LC_0RC---_1LD1RE_0LA0RA_0RE0RD; .<A010001001(0010001001).; 243; 83
1RB0LC_0RC---_1LD1RE_0LA1LD_0RC1RA; .<A01001(11100111110011).; 283; 102
1RB0LC_0RC0RA_0LD0RB_1LA0LE_0LB---; .<A10010(010010).; 87; 31
1RB0LC_0RC0RA_0LD0RC_1LA1LE_---0LD; .<A10010(10010).; 63; 23
1RB0LC_0RC0RA_0LD1LA_1LA1LE_---0LB; .<A10010(10010).; 63; 23
1RB0LC_0RC0RA_0LD1LA_1LA1LE_---0LD; .<A10010(10010).; 57; 21
1RB0LC_0RC0RA_1LD0RA_0RD0LE_1LA---; .<A10(1010)010.; 59; 22
1RB0LC_0RC0RA_1LD0RA_0LD1LE_0LA---; .<A0101(00101).; 48; 18
1RB0LC_0RC0RA_1LD0RA_0LE---_0LA1LE; .<A0101(00101).; 48; 18
1RB0LC_0RC0RA_1LD0RB_0RD0LE_1LA---; .<A1010101010(1010).; 101; 30
1RB0LC_0RC0RA_1LD0RB_1LE---_0LA1RE; .<A0110011(00110011).; 102; 36
1RB0LC_0RC0RA_1LD0RE_1LA0LA_0RA---; .<A11011(0010011).; 103; 38
