machine ID,machine description
5989894,1RB0LB_0RC0LE_1LD0RD_0LE---_1RA1LE
5989912,1RB0LB_0RC0LE_1LD0RD_1LA0LB_---1RB
5989915,1RB0LB_0RC0LE_1LD0RD_1LA1LD_---1RB
5989929,1RB0LB_0RC0LE_1LD0RE_0LA---_1LD0LA
5990094,1RB0LB_0RC0LE_1LD1RA_0LA---_---0RA
5990105,1RB0LB_0RC0LE_1LD1RA_0LA0RD_---1RC
5990263,1RB0LB_0RC0LE_1LD1RD_1LA1RE_---1RB
5990994,1RB0LB_0RC1RA_0LD0RA_1LE---_1RB1LC
5991447,1RB0LB_0RC1RA_1LC1LD_0RE0LE_---0LA
5991691,1RB0LB_0RC1RA_1LD0RA_0LE---_1RB1LC
5992700,1RB0LB_0RC1RB_1RD---_0LE0RA_0LA1LD
5992720,1RB0LB_0RC1RB_1RD---_1LE0LA_1LA1LD
5993181,1RB0LB_0RC1RB_1LD0RA_0LE---_1LB0LC
5993206,1RB0LB_0RC1RB_1LD0RB_1LE---_1LA0LC
5993259,1RB0LB_0RC1RB_1LD0RE_0LA0RA_1RD---
5993564,1RB0LB_0RC1RB_1LD1RE_0LA---_1RB1RC
5993577,1RB0LB_0RC1RB_1LD1RE_0LA---_1LB1RC
5993766,1RB0LB_0RC1RB_1LD1LC_1LA1LE_---0LA
5994820,1RB0LB_0RC1RC_1LD0RB_1LE---_1LA0RA
5994837,1RB0LB_0RC1RC_1LD0RE_0LA0LD_1RB---
5994859,1RB0LB_0RC1RC_1LD0RE_1RA1LA_---0LD
5994866,1RB0LB_0RC1RC_1LD0RE_1RD0LA_1RA---
5994997,1RB0LB_0RC1RC_1LD0LE_1LE---_1LA0RA
5995137,1RB0LB_0RC1RC_1LD1RE_1RA1LA_---1RB
5995155,1RB0LB_0RC1RC_1LD1RE_1RD1LA_---0RB
5995170,1RB0LB_0RC1RC_1LD1RE_1LA0RA_---1RB
5995185,1RB0LB_0RC1RC_1LD1RE_1LA1LA_---0RD
5996244,1RB0LB_0RC1RD_0LD0RA_1LE---_0LA1LE
5997014,1RB0LB_0RC1RD_1RD1LA_0RE---_1LE0LC
5997621,1RB0LB_0RC1RD_1LA0RC_1LE1LD_---0LA
5997638,1RB0LB_0RC1RD_1LA0RD_1LE0LA_---1LD
5997640,1RB0LB_0RC1RD_1LA0RE_0LC---_1LE0LA
5997687,1RB0LB_0RC1RD_1LA0RE_1LD1LE_---0LA
5997690,1RB0LB_0RC1RD_1LA0RE_1LE---_1LE0LA
5997724,1RB0LB_0RC1RD_1LA0LA_1LC1RE_0RB---
5997868,1RB0LB_0RC1RD_1LA1RB_0LE1RE_---1RC
5998074,1RB0LB_0RC1RD_1LA1LA_1LC0RE_---0LA
5998380,1RB0LB_0RC1RD_1LB0LC_1RA1LE_---0LD
5998595,1RB0LB_0RC1RD_1LB1LA_1LA0RE_---0LA
5998612,1RB0LB_0RC1RD_1LB1LA_1LC0RE_---0LA
5998713,1RB0LB_0RC1RD_1LB1LD_1LA1RE_---0RB
5999325,1RB0LB_0RC1RD_1LC1LD_1RA0RE_---0LC
5999332,1RB0LB_0RC1RD_1LC1LD_1RA1LE_---0LD
5999397,1RB0LB_0RC1RD_1LD---_0LE0RB_1LA1RC
5999546,1RB0LB_0RC1RD_1LD---_1LA1RE_---0RB
5999713,1RB0LB_0RC1RD_1LD0RA_1LA1RE_---0LC
5999774,1RB0LB_0RC1RD_1LD0RE_0LA0RA_1LA---
5999787,1RB0LB_0RC1RD_1LD0RE_1LA1RC_---1RB
5999788,1RB0LB_0RC1RD_1LD0RE_1LA1RC_---1RD
5999789,1RB0LB_0RC1RD_1LD0RE_1LA1RC_---1LA
5999860,1RB0LB_0RC1RD_1LD0LE_0LA---_1RE0RA
5999924,1RB0LB_0RC1RD_1LD1RB_1LA0RE_---0LA
5999925,1RB0LB_0RC1RD_1LD1RB_1LA0RE_---1RC
5999928,1RB0LB_0RC1RD_1LD1RB_1LA1RE_---0RC
5999929,1RB0LB_0RC1RD_1LD1RB_1LA1RE_---0LC
5999930,1RB0LB_0RC1RD_1LD1RB_1LA1RE_---1RC
5999953,1RB0LB_0RC1RD_1LD1RC_1LE1RB_---0LA
5999958,1RB0LB_0RC1RD_1LD1RD_1LA0RE_---0LA
5999973,1RB0LB_0RC1RD_1LD1RE_0LA---_1LE0RA
5999975,1RB0LB_0RC1RD_1LD1RE_0LA0RA_1RD---
6000004,1RB0LB_0RC1RD_1LD1RE_1LA0RC_---0RB
6000005,1RB0LB_0RC1RD_1LD1RE_1LA0RC_---1RB
6000012,1RB0LB_0RC1RD_1LD1RE_1LA0LE_---1RB
6000014,1RB0LB_0RC1RD_1LD1RE_1LA1RC_---1RB
6000057,1RB0LB_0RC1RD_1LD1LA_1LA0RE_---0LA
6000059,1RB0LB_0RC1RD_1LD1LA_1LA1RE_---0RC
6001003,1RB0LB_0RC1RE_0RD1LE_1LA---_0LC1RA
6001118,1RB0LB_0RC1RE_0LC1LD_1LA---_0RB1RD
6003285,1RB0LB_0RC1RE_1RD0RE_1LB---_0LA1LE
6003290,1RB0LB_0RC1RE_1RD0RE_1LE---_0LA1LE
6003427,1RB0LB_0RC1RE_1RD0LD_1LC0LB_0RA---
6003944,1RB0LB_0RC1RE_1RD1LE_1RE---_0LC1RA
6004566,1RB0LB_0RC1RE_1LC1LD_0LE---_0RA0LA
6004617,1RB0LB_0RC1RE_1LC1LD_1LA---_0RA0RB
6004626,1RB0LB_0RC1RE_1LC1LD_1LA---_1LC0RB
6004802,1RB0LB_0RC1RE_1LD---_0LE---_0LA0RA
6005647,1RB0LB_0RC1RE_1LD0RB_0LD1LA_0RB---
6005655,1RB0LB_0RC1RE_1LD0RB_1LA---_0RA1RC
6005663,1RB0LB_0RC1RE_1LD0RB_1LA---_0LE1LC
6005666,1RB0LB_0RC1RE_1LD0RB_1LA---_1LA1RC
6005770,1RB0LB_0RC1RE_1LD0RE_0LD1LA_0RB---
6005917,1RB0LB_0RC1RE_1LD0LA_1LA---_0RA1RC
6005987,1RB0LB_0RC1RE_1LD0LA_1LE---_0RB1LC
6006156,1RB0LB_0RC1RE_1LD1RA_0LA---_0RC---
6006158,1RB0LB_0RC1RE_1LD1RA_0LA---_0LE0RD
6006177,1RB0LB_0RC1RE_1LD1RA_0LA0RA_1RC---
6006178,1RB0LB_0RC1RE_1LD1RA_0LA0RD_0LD---
6006179,1RB0LB_0RC1RE_1LD1RA_0LA0LA_1RC---
6006182,1RB0LB_0RC1RE_1LD1RA_0LA1RB_0LD---
6006381,1RB0LB_0RC1RE_1LD1RB_1LA---_0RA1RC
6006399,1RB0LB_0RC1RE_1LD1RB_1LA0LC_---0RD
6011845,1RB0LB_0RC1LA_1LD0LE_0LA---_1RE0RD
6012429,1RB0LB_0RC1LB_0LD0RA_1LE---_0LA1LC
6013136,1RB0LB_0RC1LB_1RD0LA_0RE---_1LE0LC
6015148,1RB0LB_0RC1LB_1LD1RE_1RA---_0RD0LA
6015628,1RB0LB_0RC1LC_0RD1RA_1RE0LE_1LB---
6015817,1RB0LB_0RC1LC_0RD1LE_1LB0LA_0LD---
6015857,1RB0LB_0RC1LC_0LD0RA_1LE---_1RC0LB
6016870,1RB0LB_0RC1LC_1LA1RD_0RE1RC_---1RB
6017145,1RB0LB_0RC1LC_1LD0RE_1RE---_0LA1LE
6017179,1RB0LB_0RC1LC_1LD0RE_1LE---_0LA1LE
6018003,1RB0LB_0RC1LD_0LD0RE_1LE---_0RB0LA
6018309,1RB0LB_0RC1LD_1RD---_1RE1RA_1LA1LA
6018310,1RB0LB_0RC1LD_1RD---_1RE1RA_1LB1LA
6018574,1RB0LB_0RC1LD_1RD0RE_1LB1RA_---1LC
6018677,1RB0LB_0RC1LD_1RD1RE_1LB1RA_---0RA
6018679,1RB0LB_0RC1LD_1RD1RE_1LB1RA_---1RA
6018681,1RB0LB_0RC1LD_1RD1RE_1LB1RA_---1LA
6019161,1RB0LB_0RC1LD_1LA0RD_0RE0LA_---1RC
6019167,1RB0LB_0RC1LD_1LA0RD_0LA1LE_---1RA
6019189,1RB0LB_0RC1LD_1LA0RE_---0LA_1LE1RB
6019193,1RB0LB_0RC1LD_1LA0RE_---1RC_1LE0LA
6019293,1RB0LB_0RC1LD_1LA0LD_1RE0LA_0RA---
6019299,1RB0LB_0RC1LD_1LA0LE_---0LA_1RE0RA
6019372,1RB0LB_0RC1LD_1LA1RA_0LA1LE_---0RC
6019385,1RB0LB_0RC1LD_1LA1RB_---0LE_1RB1LC
6019395,1RB0LB_0RC1LD_1LA1RB_0LA1LE_---1RA
6019464,1RB0LB_0RC1LD_1LA1RD_1RA1LE_---0LA
6019493,1RB0LB_0RC1LD_1LA1RE_---0LA_1LE0RD
6019569,1RB0LB_0RC1LD_1LA1RE_0LC0LA_1RA---
6019572,1RB0LB_0RC1LD_1LA1RE_1RC0LA_1RD---
6019696,1RB0LB_0RC1LD_1LA1LE_---0LA_1RE0RA
6019814,1RB0LB_0RC1LD_1LB1RC_0LA1LE_---0LC
6019852,1RB0LB_0RC1LD_1LB1RC_1LE0RE_---0LA
6020017,1RB0LB_0RC1LD_1LC0LA_1RE1LE_---0RB
6020235,1RB0LB_0RC1LD_1LC1RD_1RA1LE_---0LA
6020646,1RB0LB_0RC1LD_1LD0LA_1LB1LE_---0RA
6020680,1RB0LB_0RC1LD_1LD1RA_0LA0RE_---0RD
6021200,1RB0LB_0RC1LE_0RD0RE_1LE---_1RA0LA
6021206,1RB0LB_0RC1LE_0RD0LA_1LA0LA_---0LC
6021208,1RB0LB_0RC1LE_0RD0LA_1LA1LB_---0LC
6021210,1RB0LB_0RC1LE_0RD0LA_1LC1LD_---0RC
6021212,1RB0LB_0RC1LE_0RD0LA_1LD0LA_---0RC
6021213,1RB0LB_0RC1LE_0RD0LA_1LD0LA_---0RD
6021215,1RB0LB_0RC1LE_0RD0LA_1LD1LB_---0LC
6021220,1RB0LB_0RC1LE_0RD0LC_1RE---_1LB1RA
6021288,1RB0LB_0RC1LE_0RD1RE_0LE---_1LB1RA
6021289,1RB0LB_0RC1LE_0RD1RE_1RE---_1LB1RA
6021291,1RB0LB_0RC1LE_0RD1RE_1LA---_1LB1RA
6021293,1RB0LB_0RC1LE_0RD1RE_1LB---_1LB1RA
6021294,1RB0LB_0RC1LE_0RD1RE_1LE---_1RA0LA
6021299,1RB0LB_0RC1LE_0RD1LA_1RE---_0LC1RA
6021322,1RB0LB_0RC1LE_0RD1LA_1LD0LA_---0RD
6021362,1RB0LB_0RC1LE_0RD1LC_1LD0LA_---0RC
6021363,1RB0LB_0RC1LE_0RD1LC_1LD0LA_---0RD
6021455,1RB0LB_0RC1LE_0LD---_1RC1LA_0RA1RE
6022683,1RB0LB_0RC1LE_1RD---_1LA0LD_0RA1RE
6023269,1RB0LB_0RC1LE_1RD0RE_0LB---_1RA0LA
6023271,1RB0LB_0RC1LE_1RD0RE_1RE---_0LA1RA
6023312,1RB0LB_0RC1LE_1RD0LA_1LB---_1LC0RC
6023322,1RB0LB_0RC1LE_1RD0LA_1LD1LC_---0RC
6023325,1RB0LB_0RC1LE_1RD0LA_1LE1LC_---1LA
6023423,1RB0LB_0RC1LE_1RD1RA_0LB---_0LA0RE
6023453,1RB0LB_0RC1LE_1RD1RA_1LC---_0LA0RE
6023497,1RB0LB_0RC1LE_1RD1RB_1RE---_0LA1RA
6023604,1RB0LB_0RC1LE_1RD1RE_0RE---_1LB1RA
6023922,1RB0LB_0RC1LE_1RD1LE_1RE---_0LC1RA
6024209,1RB0LB_0RC1LE_1LB1LD_1LA1RD_---0RD
6024238,1RB0LB_0RC1LE_1LC0RD_0RB1RA_0LA---
6024724,1RB0LB_0RC1LE_1LD---_1LA0RE_0LA1RD
6024742,1RB0LB_0RC1LE_1LD---_1LA1RD_---0RD
6024999,1RB0LB_0RC1LE_1LD0RB_0LB---_0LA1LC
6025457,1RB0LB_0RC1LE_1LD1RA_0LA0RD_---0RD
6025459,1RB0LB_0RC1LE_1LD1RA_0LA1RB_---0RD
6025725,1RB0LB_0RC1LE_1LD1RC_1RB0RE_---0LA
6025737,1RB0LB_0RC1LE_1LD1RC_1LA0LB_---0RC
6025798,1RB0LB_0RC1LE_1LD1RD_1LA1RD_---0RC
6026411,1RB0LB_0LB0RC_1RD0RE_0LE---_1LA1LE
6026427,1RB0LB_0LB0RC_1RD1RC_1LE1LD_---1LA
6026536,1RB0LB_0LB0RC_1LD0RE_1LA---_0RD0LA
6026537,1RB0LB_0LB0RC_1LD0RE_1LA---_0RD1LD
6029685,1RB0LB_0LC---_0RD1RC_1LE0RC_0LA---
6029689,1RB0LB_0LC---_0RD1RC_1LE1RD_0LA0RE
6029877,1RB0LB_0LC---_0RD1LD_1RE0LB_1LA0RC
6029881,1RB0LB_0LC---_0RD1LD_1RE0LD_1LA0RC
6030288,1RB0LB_0LC---_0LD1RC_1RD0RE_1LC0RA
6030294,1RB0LB_0LC---_0LD1RD_1RE0RE_1LC0RA
6030350,1RB0LB_0LC---_0LE0RD_1LC0RA_1RE0RD
6030644,1RB0LB_0LC---_1RC0RD_1RE0RE_1LA0LB
6030910,1RB0LB_0LC---_1RD1LC_1RC0RE_1LE0RA
6030911,1RB0LB_0LC---_1RD1LC_1RD0RE_1LE0RA
6032341,1RB0LB_0LC0RA_0RD1LB_1RE---_1RA1RC
6032839,1RB0LB_0LC0RA_1RD0RC_0LE---_1LA1LD
6032935,1RB0LB_0LC0RA_1RD1LB_1RE---_1LA0RD
6033000,1RB0LB_0LC0RA_1RE0LD_1RC1LA_1LC---
6033135,1RB0LB_0LC0RA_1LA0RD_1RE1LB_0LD---
6033422,1RB0LB_0LC0RB_0RA1RD_1LE---_1LA0LD
6033785,1RB0LB_0LC0RB_0RE1LD_1LE0LA_1RA---
6034781,1RB0LB_0LC0RB_1LD1RD_1RC1LE_---1LA
6035127,1RB0LB_0LC0RC_0RD1LA_1RE---_1LA1LB
6035497,1RB0LB_0LC0RC_0LE1LD_1RA0LA_0RD---
6035671,1RB0LB_0LC0RC_1RA1LD_0RB0LE_1LB---
6035682,1RB0LB_0LC0RC_1RA1LD_0LC1LE_1LA---
6035701,1RB0LB_0LC0RC_1RA1LD_1RA1LE_1LB---
6035710,1RB0LB_0LC0RC_1RA1LD_1LA0LE_1LB---
6035717,1RB0LB_0LC0RC_1RA1LD_1LC0LE_1LB---
6035794,1RB0LB_0LC0RC_1RD0LD_1RE1RB_1LA---
6035826,1RB0LB_0LC0RC_1RD1LA_1RE---_1LC0LA
6035874,1RB0LB_0LC0RC_1RD1LD_1RA0LE_---0LA
6035920,1RB0LB_0LC0RC_1RE1RD_0RB---_1LE0LA
6035921,1RB0LB_0LC0RC_1RE1RD_0RB0LA_1LD---
6036658,1RB0LB_0LC0RC_1LE1LD_1RE---_1LA0RE
6036697,1RB0LB_0LC0RD_---0LD_1RA1LE_0LD1LA
6036719,1RB0LB_0LC0RD_---0LD_1LE1RD_1LA1RE
6036803,1RB0LB_0LC0RD_---1LA_0RE---_1LE0LA
6036813,1RB0LB_0LC0RD_---1LA_1RE0LA_1LE1LB
6036864,1RB0LB_0LC0RD_---1LD_0RE1RB_1LE1LA
6036934,1RB0LB_0LC0RD_---1LD_1RA1LE_0LD1LA
6036950,1RB0LB_0LC0RD_---1LD_1RE0LA_1RA0RE
6036961,1RB0LB_0LC0RD_---1LD_1RE1LA_0RA0LD
6036963,1RB0LB_0LC0RD_---1LD_1RE1LA_1RA1LD
6036987,1RB0LB_0LC0RD_---1LD_1LE1RD_1LA1RB
6037091,1RB0LB_0LC0RD_0RA1LD_1LE0RB_1LA---
6037883,1RB0LB_0LC0RD_0LE1LD_1RA0LA_0RA---
6037885,1RB0LB_0LC0RD_0LE1LD_1RA0LA_0RD---
6037887,1RB0LB_0LC0RD_0LE1LD_1RA0LB_1RD---
6037925,1RB0LB_0LC0RD_1RA0LD_0RE1LA_1RC---
6038651,1RB0LB_0LC0RD_1RE1LD_1RA1LE_0RA---
6038717,1RB0LB_0LC0RD_1LA0RD_1LC1RE_0RB---
6038747,1RB0LB_0LC0RD_1LA0LD_1RA1LE_0LC---
6038815,1RB0LB_0LC0RD_1LA1RC_1RE---_1RB0RA
6038836,1RB0LB_0LC0RD_1LA1RC_1LE---_1RE0RA
6038881,1RB0LB_0LC0RD_1LA1LB_0RC1RE_1RC---
6038886,1RB0LB_0LC0RD_1LA1LB_0RE---_0RA1RD
6038938,1RB0LB_0LC0RD_1LA1LC_0RE0LC_0RA---
6038945,1RB0LB_0LC0RD_1LA1LC_0RE1RB_1RC---
6038946,1RB0LB_0LC0RD_1LA1LC_0RE1RB_1LC---
6038962,1RB0LB_0LC0RD_1LA1LC_1RB0RE_1LA---
6038963,1RB0LB_0LC0RD_1LA1LC_1RB0RE_1LD---
6039002,1RB0LB_0LC0RD_1LA1LD_1RA0LE_1RC---
6039003,1RB0LB_0LC0RD_1LA1LD_1RA0LE_1LB---
6039004,1RB0LB_0LC0RD_1LA1LD_1RA1LE_0LB---
6039034,1RB0LB_0LC0RD_1LC1LA_0RE1RB_0RB---
6039155,1RB0LB_0LC0RD_1LD1LB_1RA1LE_0LA---
6039301,1RB0LB_0LC0RD_1LE1LD_1RA0LA_0RC---
6039302,1RB0LB_0LC0RD_1LE1LD_1RA0LA_1RA---
6039303,1RB0LB_0LC0RD_1LE1LD_1RA0LA_1RB---
6039304,1RB0LB_0LC0RD_1LE1LD_1RA0LA_1LD---
6039307,1RB0LB_0LC0RD_1LE1LD_1RA1LB_0LD---
6039592,1RB0LB_0LC0RE_---1LD_1LA---_1RB0RD
6039595,1RB0LB_0LC0RE_---1LD_1LA0LA_1LD1RA
6039603,1RB0LB_0LC0RE_---1LD_1LA1RD_1LD1RE
6039698,1RB0LB_0LC0RE_0RA1LD_1RA1LA_1RD---
6039707,1RB0LB_0LC0RE_0RA1LD_1LA---_0LC0RD
6040063,1RB0LB_0LC0RE_0RD1LB_1LA---_1LD0RC
6040202,1RB0LB_0LC0RE_0RD1LD_1LE0LA_1RA---
6040290,1RB0LB_0LC0RE_0RE1LD_1RA1LA_1RD---
6040321,1RB0LB_0LC0RE_0RE1LD_1LB0LA_1RA---
6040333,1RB0LB_0LC0RE_0RE1LD_1LE0LA_1RA---
6040504,1RB0LB_0LC0RE_0LD1LB_1LE---_1RA0RA
6040508,1RB0LB_0LC0RE_0LD1LB_1LE---_1RA1LC
6041102,1RB0LB_0LC0RE_1RA1LD_1LC0LA_1RA---
6041502,1RB0LB_0LC0RE_1RD1LC_1LA1RA_0RB---
6041532,1RB0LB_0LC0RE_1RD1LD_1LA---_1RB0RC
6041651,1RB0LB_0LC0RE_1RE1LD_1LB0LD_1RA---
6041678,1RB0LB_0LC0RE_1LA0RD_1RC0RC_1RB---
6041688,1RB0LB_0LC0RE_1LA0RD_1LB---_1RB---
6041692,1RB0LB_0LC0RE_1LA0RD_1LB0RA_1RD---
6041706,1RB0LB_0LC0RE_1LA0LD_0RC1LB_1RA---
6041709,1RB0LB_0LC0RE_1LA0LD_0RE1LB_1RA---
6041714,1RB0LB_0LC0RE_1LA0LD_0LE1LB_1RA---
6041723,1RB0LB_0LC0RE_1LA0LD_1RA1LB_1RA---
6041739,1RB0LB_0LC0RE_1LA0LD_1RC1LB_1RA---
6041749,1RB0LB_0LC0RE_1LA0LD_1LB0RA_1RA---
6041751,1RB0LB_0LC0RE_1LA0LD_1LB1LB_1RA---
6041754,1RB0LB_0LC0RE_1LA0LD_1LC---_0RA0RB
6041756,1RB0LB_0LC0RE_1LA0LD_1LC---_0RA1LA
6041760,1RB0LB_0LC0RE_1LA0LD_1LE1LB_1RA---
6041814,1RB0LB_0LC0RE_1LA1RD_1LB---_0RA0RD
6041842,1RB0LB_0LC0RE_1LA1LD_0RB---_1LC0RD
6041874,1RB0LB_0LC0RE_1LA1LD_1RE---_1LC0RC
6041879,1RB0LB_0LC0RE_1LA1LD_1LA---_1RB0RC
6042362,1RB0LB_0LC0RE_1LE1LD_0LC0LA_1RA---
6042366,1RB0LB_0LC0RE_1LE1LD_1RA0LA_1RA---
6042371,1RB0LB_0LC0RE_1LE1LD_1LA---_1RB0RC
6042373,1RB0LB_0LC0RE_1LE1LD_1LC0LA_1RA---
6043131,1RB0LB_0LC0LA_1RD1LC_0RE1RA_1RD---
6045204,1RB0LB_0LC0LD_0RE1LA_1RA1RC_1RD---
6045219,1RB0LB_0LC0LD_0RE1LA_1RC0RD_1RA---
6045959,1RB0LB_0LC0LD_1LA1RC_0RA0RE_1RD---
6045993,1RB0LB_0LC0LD_1LA1RC_1RE0RD_0RA---
6046409,1RB0LB_0LC0LE_---1LD_1RA1LB_1RD0RD
6048864,1RB0LB_0LC1RA_---1LD_1RA1LE_1LA1LC
6050856,1RB0LB_0LC1RA_0LA1LD_1RB1LE_---1LC
6051332,1RB0LB_0LC1RA_0LD1LD_1RB1LE_---1LC
6051760,1RB0LB_0LC1RA_1RA1LD_1LA1LE_---1LC
6053283,1RB0LB_0LC1RA_1LA0RD_1RC1RE_0RA---
6054403,1RB0LB_0LC1RA_1LE0RD_1RC---_0RB0LE
6056251,1RB0LB_0LC1RB_1LE0RD_0RB---_1LA1LC
6056252,1RB0LB_0LC1RB_1LE0RD_0RB---_1LA1LD
6056326,1RB0LB_0LC1RC_---1RD_1LE0RA_1RB1LD
6056543,1RB0LB_0LC1RC_0RD0LD_1RA1RE_1LA---
6056770,1RB0LB_0LC1RC_0RE1RD_1LA---_0RD1RB
6056772,1RB0LB_0LC1RC_0RE1RD_1LA---_0LD0RA
6056779,1RB0LB_0LC1RC_0RE1RD_1LA---_1RA1RB
6056782,1RB0LB_0LC1RC_0RE1RD_1LA---_1RE1RB
6056813,1RB0LB_0LC1RC_0RE1LD_0LC0RA_1RD---
6057287,1RB0LB_0LC1RC_0LE1LD_1LA0RD_---0RA
6057291,1RB0LB_0LC1RC_0LE1LD_1LA1RD_---0RA
6057306,1RB0LB_0LC1RC_1RA0RD_1LB1RE_---0RA
6059020,1RB0LB_0LC1RC_1LE0RD_1LA1LA_---1LD
6059104,1RB0LB_0LC1RC_1LE1RD_0RE---_1LA0LA
6059610,1RB0LB_0LC1RD_---1LA_0RE---_0LA1RA
6059612,1RB0LB_0LC1RD_---1LA_0RE---_0LE1RA
6059658,1RB0LB_0LC1RD_---1LA_1RE0RE_1RA0LD
6059795,1RB0LB_0LC1RD_---1LA_1LB0RE_0LA1RA
6059797,1RB0LB_0LC1RD_---1LA_1LB0RE_0LE1RA
6059895,1RB0LB_0LC1RD_---1LD_0RE1LE_1LA1RA
6060087,1RB0LB_0LC1RD_---1LD_1LA1LE_1RA0RE
6060203,1RB0LB_0LC1RD_0RA0RD_1LA0RE_---0LC
6060204,1RB0LB_0LC1RD_0RA0RD_1LA0RE_---1RB
6060213,1RB0LB_0LC1RD_0RA0RD_1LA1RE_---0RB
6060829,1RB0LB_0LC1RD_0RC1LA_0RE---_1LB1RA
6061896,1RB0LB_0LC1RD_0LE1LA_0RB0RA_---1LC
6062084,1RB0LB_0LC1RD_1RA0RD_1LA0RE_---0LC
6062085,1RB0LB_0LC1RD_1RA0RD_1LA0RE_---1RB
6062093,1RB0LB_0LC1RD_1RA0RD_1LA1RE_---1RC
6062134,1RB0LB_0LC1RD_1RA0LD_0RC1LE_0LA---
6062604,1RB0LB_0LC1RD_1RB1LC_1RA1RE_---0RA
6062881,1RB0LB_0LC1RD_1RD1LA_0RE---_1LB0RA
6063213,1RB0LB_0LC1RD_1RE1LA_0RE---_1LC1RA
6063320,1RB0LB_0LC1RD_1RE1LA_1LE1RB_---1LC
6063644,1RB0LB_0LC1RD_1LA1RC_0RC0RE_1RA---
6063652,1RB0LB_0LC1RD_1LA1RC_0RC1RE_1RA---
6063681,1RB0LB_0LC1RD_1LA1RC_0RE---_0LA1RB
6063690,1RB0LB_0LC1RD_1LA1RC_0RE---_0LC0RA
6063700,1RB0LB_0LC1RD_1LA1RC_0RE---_1RB0LD
6063702,1RB0LB_0LC1RD_1LA1RC_0RE---_1RB1RB
6063724,1RB0LB_0LC1RD_1LA1RC_0RE---_1LD1RB
6064062,1RB0LB_0LC1RD_1LA1LC_0RA0RE_1RA---
6064082,1RB0LB_0LC1RD_1LA1LC_0RE1RA_---0RA
6064339,1RB0LB_0LC1RD_1LD0RC_0LE---_1LA0RA
6064642,1RB0LB_0LC1RD_1LE1LA_0RB0RC_---1LC
6064645,1RB0LB_0LC1RD_1LE1LA_0RB1RB_---1LC
6064647,1RB0LB_0LC1RD_1LE1LA_0RB1RD_---1LC
6065157,1RB0LB_0LC1RE_---1RD_1LE0RA_1RA1LD
6065254,1RB0LB_0LC1RE_---1LD_0RD0LE_1RA0LA
6065364,1RB0LB_0LC1RE_---1LD_0LE0RC_1RA0LA
6065400,1RB0LB_0LC1RE_---1LD_0LE1LB_1RA0RD
6065622,1RB0LB_0LC1RE_---1LD_1RC0LE_1RA0LA
6065760,1RB0LB_0LC1RE_---1LD_1RE1LA_1LC0RD
6065816,1RB0LB_0LC1RE_---1LD_1LA0RD_0RA1RA
6065822,1RB0LB_0LC1RE_---1LD_1LA0RE_1RA1RD
6065977,1RB0LB_0LC1RE_---1LD_1LA1RE_1LC0RD
6065991,1RB0LB_0LC1RE_---1LD_1LA1LA_1LC0RD
6067638,1RB0LB_0LC1RE_0LC1LD_1LA---_0RB1RD
6068990,1RB0LB_0LC1RE_1RD1RC_0LE---_0RA1LA
6069299,1RB0LB_0LC1RE_1RD1LC_0RD1LA_0RA---
6069656,1RB0LB_0LC1RE_1LA0RD_0RE0LB_1RC---
6069658,1RB0LB_0LC1RE_1LA0RD_0RE0LD_1RC---
6069660,1RB0LB_0LC1RE_1LA0RD_0RE1RA_1RC---
6069661,1RB0LB_0LC1RE_1LA0RD_0RE1RC_1RC---
6069684,1RB0LB_0LC1RE_1LA0RD_1RC---_0RA---
6069703,1RB0LB_0LC1RE_1LA0RD_1RC---_1LB0RA
6069710,1RB0LB_0LC1RE_1LA0RD_1RC0RA_1RD---
6069718,1RB0LB_0LC1RE_1LA0RD_1RC0LE_1RD---
6069756,1RB0LB_0LC1RE_1LA0RD_1LB0RA_0LD---
6069762,1RB0LB_0LC1RE_1LA0RD_1LB1RB_1LC---
6070326,1RB0LB_0LC1RE_1LA1LD_1RC0RD_0RA---
6073430,1RB0LB_0LC1LA_1RD1LB_0RE---_0LA0RC
6073583,1RB0LB_0LC1LA_1LD0RD_1RE---_0LB0RC
6073756,1RB0LB_0LC1LB_---1LD_1RE0LA_1RA0RD
6074268,1RB0LB_0LC1LB_1RE0RD_1LA1RC_1RD---
6074298,1RB0LB_0LC1LB_1LA1LD_1RE---_0RC0RE
6074304,1RB0LB_0LC1LB_1LD1RD_1RE---_0LA0RE
6075051,1RB0LB_0LC1LC_1LA1LD_1RC0RE_---1RD
6075969,1RB0LB_0LC1LD_0RD1RC_1LE0RC_1LA---
6077077,1RB0LB_0LC1LD_1RE1LA_---0LC_1RE0RA
6077248,1RB0LB_0LC1LD_1LA1RC_---0RE_0RA1RE
6077276,1RB0LB_0LC1LD_1LA1RC_0RA0RE_---1RD
6077386,1RB0LB_0LC1LD_1LA1RD_1RC0RE_---0LA
6077819,1RB0LB_0LC1LE_---1RD_1RE0RC_1LA1LD
6078812,1RB0LB_0LC1LE_0RD1RC_1LA0RC_---0LA
6080007,1RB0LB_0LC1LE_1RE1RD_1LA---_0RC0RA
6080980,1RB0LB_1RC---_0RD0RE_0LE0LA_1LD0RC
6081292,1RB0LB_1RC---_0RD1LD_0RE0RD_1LE0LA
6081906,1RB0LB_1RC---_0LD0RD_0RA1LE_0LC1LB
6082109,1RB0LB_1RC---_0LD1RD_0RA1LE_0LC0RD
